,id,sugar to flour ratio,sugar index,bake temp,chill time,calories,density,pH,grams baking soda,bake time,quality,butter type,weight,diameter,mixins,crunch factor,aesthetic appeal
1095,1096,0.45,2.3,710,16.0,40.0,0.9991,8.39,0.62,9.4,5,cubed,19.8,7,"nuts,raisins",1.26,3
1096,1097,0.66,2.2,740,10.0,47.0,1.0008,8.25,0.57,9.0,3,cubed,23.2,7,"nuts,raisins",1.77,3
1097,1098,0.31,5.4,520,47.0,150.0,0.9953,8.24,0.38,9.8,7,melted,16.8,7,"chocolate, oats",1.65,3
1098,1099,0.68,2.9,850,17.0,43.0,1.0014,8.06,0.8,10.0,6,cubed,27.4,7,"nuts, chocolate",1.42,3
1099,1100,0.29,2.2,370,37.0,102.0,0.992,8.27,0.64,11.0,9,melted,14.4,7,chocolate,1.8,3
1100,1101,0.33,2.5,990,20.0,38.0,0.99818,8.24,0.71,10.8,5,cubed,21.6,7,"nuts, chocolate",1.27,3
1101,1102,0.27,1.5,560,45.0,135.0,0.9924,8.2,0.43,10.2,8,melted,12.2,7,"chocolate, oats",1.5,3
1102,1103,0.23,1.7,770,18.0,45.0,0.99625,8.29,0.65,9.3,5,cubed,15.8,7,raisins,1.85,3
1103,1104,0.14,1.3,360,69.0,168.0,0.99212,8.47,0.46,10.5,7,melted,9.4,7,raisins,1.75,3
1104,1105,0.26,7.9,500,53.0,180.0,0.99514,8.14,0.5,9.6,7,melted,12.8,7,raisins,1.18,3
1105,1106,0.31,1.9,370,34.0,126.0,0.99,8.06,0.45,11.8,8,melted,12.8,7,raisins,1.82,3
1106,1107,0.1,1.7,750,6.0,25.0,0.99581,8.09,0.43,9.7,6,cubed,16.8,7,raisins,1.75,3
1107,1108,0.53,4.0,1010,3.0,10.0,0.99586,8.21,0.59,12.1,7,cubed,17.8,7,"nuts, chocolate",1.6,3
1108,1109,0.28,1.8,280,39.0,132.0,0.99182,8.34,0.46,11.4,7,melted,13.2,7,chocolate,1.36,3
1109,1110,0.22,1.6,270,18.0,89.0,0.9893,8.51,0.38,12.5,9,melted,10.2,7,raisins,1.26,3
1110,1111,0.25,10.8,420,33.0,124.0,0.99646,8.22,0.41,9.2,8,melted,11.6,7,"chocolate, oats",1.25,3
1111,1112,0.3,5.7,390,24.0,98.0,0.992,8.54,0.61,12.3,9,melted,11.4,7,"nuts, chocolate",1.19,3
1112,1113,0.67,8.3,530,10.0,100.0,0.9959,8.19,0.5,10.9,7,melted,14.6,7,raisins,1.14,3
1113,1114,0.32,6.2,530,10.0,94.0,0.99537,8.35,0.47,10.1,7,melted,12.2,7,"nuts, chocolate",1.93,3
1114,1115,0.3,1.6,340,15.0,78.0,0.992,8.38,0.44,11.2,8,melted,13.2,7,"chocolate, oats",1.84,3
1115,1116,0.02,2.4,690,19.0,40.0,0.99387,8.38,0.66,12.6,6,cubed,13.2,7,"nuts,raisins",1.43,3
1116,1117,0.23,2.6,590,5.0,15.0,0.997,8.37,0.56,11.3,5,cubed,16.2,7,"nuts, oats",1.21,3
1117,1118,0.24,1.1,510,25.0,105.0,0.9925,8.32,0.47,9.1,7,melted,10.6,7,"chocolate, oats",1.21,3
1118,1119,0.58,15.0,440,42.0,115.0,0.9978,8.15,0.51,9.0,7,melted,12.2,7,raisins,1.66,3
1119,1120,0.28,5.0,420,36.0,168.0,0.99505,8.22,0.69,9.5,8,melted,12.6,7,raisins,1.32,3
1120,1121,0.34,1.0,360,52.0,184.0,0.99097,8.44,0.44,11.45,8,melted,12.0,7,chocolate,1.65,3
1121,1122,0.24,1.7,780,10.0,21.0,0.99692,8.29,0.67,10.0,5,cubed,18.0,7,"nuts, oats",1.98,3
1122,1123,0.19,4.5,960,16.0,115.0,0.9937,8.02,0.44,9.6,7,melted,13.0,7,chocolate,1.49,3
1123,1124,0.22,11.9,500,65.0,179.0,0.99659,8.06,0.58,9.3,8,melted,12.6,7,chocolate,1.3,3
1124,1125,0.29,10.4,460,59.0,143.0,0.99518,8.2,0.4,10.8,8,melted,13.6,7,"chocolate, oats",1.09,3
1125,1126,0.49,2.0,590,10.0,112.0,0.9958,8.15,0.46,10.1,7,melted,18.2,7,chocolate,1.54,3
1126,1127,0.58,14.2,380,51.0,164.0,0.9975,8.12,0.48,9.6,8,melted,13.6,7,"chocolate, oats",1.11,3
1127,1128,0.28,9.1,470,29.0,95.0,0.99532,8.16,0.47,9.8,9,melted,14.8,7,chocolate,1.06,3
1128,1129,0.3,11.8,940,23.0,97.0,0.997,8.09,0.44,9.6,7,melted,13.6,7,"nuts, chocolate",1.5,3
1129,1130,0.09,2.2,840,11.0,108.0,0.9964,8.15,0.66,9.8,5,cubed,16.8,7,"nuts, oats, chocolate",1.77,3
1130,1131,0.32,1.8,670,4.0,8.0,0.9928,8.36,0.55,12.8,7,cubed,13.6,7,raisins,1.31,3
1131,1132,0.25,1.4,390,21.0,131.0,0.99114,8.2,0.45,11.2,9,melted,13.2,7,"chocolate, oats",1.49,3
1132,1133,0.35,4.6,390,43.0,147.0,0.99216,8.18,0.4,11.0,9,melted,12.8,7,chocolate,1.2,3
1133,1134,0.0,13.0,330,32.0,75.0,0.99551,8.15,0.5,10.7,8,melted,13.4,7,"nuts, oats, chocolate",1.35,3
1134,1135,0.41,0.9,370,22.0,95.0,0.9914,8.25,0.43,10.9,8,melted,14.0,7,"chocolate, oats",1.45,3
1135,1136,0.2,16.0,440,41.0,113.0,0.99862,8.22,0.46,8.9,8,melted,11.4,7,chocolate,1.21,3
1136,1137,0.27,1.55,260,15.0,70.0,0.98994,8.37,0.4,11.9,10,melted,11.6,7,raisins,1.87,3
1137,1138,0.3,8.1,2120,60.0,150.0,0.9958,8.1,0.4,9.3,7,melted,12.6,7,chocolate,1.21,3
1138,1139,0.14,2.1,640,15.0,29.0,0.99323,8.35,0.61,12.1,6,cubed,14.4,7,"nuts,raisins",1.91,3
1139,1140,0.21,2.1,700,9.0,23.0,0.99546,8.38,0.6,10.3,5,cubed,13.6,7,"nuts, oats, chocolate",1.45,3
1140,1141,0.29,6.1,460,29.0,134.0,0.99462,8.48,0.57,10.7,8,melted,12.0,7,raisins,1.22,3
1141,1142,0.21,2.6,250,12.0,120.0,0.9894,8.39,0.79,14.0,9,melted,11.6,7,chocolate,1.42,3
1142,1143,0.29,10.5,400,21.0,145.0,0.9966,8.04,0.35,9.4,7,melted,15.2,7,raisins,1.06,3
1143,1144,0.49,2.2,960,21.0,59.0,0.99714,8.31,0.67,10.1,6,cubed,15.8,7,chocolate,1.72,3
1144,1145,0.29,6.8,380,54.0,127.0,0.9932,8.33,0.46,11.6,9,melted,13.4,7,chocolate,1.43,3
1145,1146,0.18,6.7,460,33.0,160.0,0.9963,8.2,0.56,9.8,8,melted,15.6,7,chocolate,1.22,3
1146,1147,0.1,3.0,910,12.0,48.0,0.99888,8.31,0.54,9.5,6,cubed,18.4,7,"nuts, oats, chocolate",1.39,3
1147,1148,0.51,1.8,3410,17.0,56.0,0.9969,8.04,1.08,9.2,6,cubed,15.8,7,raisins,1.89,3
1148,1149,0.28,1.1,380,30.0,110.0,0.9917,8.12,0.42,10.5,8,melted,12.8,7,raisins,1.1,3
1149,1150,0.24,7.2,470,41.0,151.0,0.99604,8.11,0.6,9.2,7,melted,12.8,7,raisins,1.55,3
1150,1151,0.23,16.2,550,36.0,176.0,0.9986,8.26,0.54,9.1,7,melted,12.8,7,raisins,1.69,3
1151,1152,0.56,2.0,350,20.0,95.0,0.9918,8.23,0.53,11.0,8,melted,14.0,7,chocolate,1.55,3
1152,1153,0.3,13.7,560,33.0,168.0,0.99825,7.9,0.44,8.7,9,melted,14.8,7,"chocolate, oats",1.05,3
1153,1154,0.24,6.4,400,27.0,124.0,0.9903,8.22,0.49,12.6,9,melted,12.8,7,chocolate,1.05,3
1154,1155,0.35,2.5,480,67.0,161.0,0.99146,8.05,0.56,11.1,8,melted,14.0,7,raisins,1.07,3
1155,1156,0.36,1.3,530,28.0,186.0,0.99211,8.31,0.45,10.8,7,melted,12.8,7,chocolate,1.98,3
1156,1157,0.28,1.8,410,44.0,178.0,0.9954,8.45,0.43,9.2,8,melted,15.8,7,"chocolate, oats",1.61,3
1157,1158,0.31,1.3,340,59.0,145.0,0.98944,8.16,0.54,12.4,8,melted,13.0,7,chocolate,1.4,3
1158,1159,0.22,17.8,340,16.0,116.0,0.9989,8.07,0.53,9.2,7,melted,13.6,7,chocolate,1.71,3
1159,1160,0.33,17.85,490,41.5,195.0,1.0,8.06,0.44,9.1,9,melted,14.6,7,chocolate,1.33,3
1160,1161,0.28,1.7,430,24.0,98.0,0.98918,8.14,0.44,12.5,8,melted,12.2,7,chocolate,1.97,3
1161,1162,0.27,11.6,280,22.0,97.0,0.99314,7.96,0.38,11.7,8,melted,13.6,7,raisins,1.26,3
1162,1163,0.09,5.5,1170,9.0,17.0,0.99655,8.35,0.49,10.8,6,cubed,13.2,7,"nuts, oats",1.21,3
1163,1164,0.37,8.3,440,45.0,227.0,0.9966,8.12,0.47,9.0,7,melted,14.6,7,chocolate,1.75,3
1164,1165,0.25,3.3,410,26.0,124.0,0.99428,8.18,0.5,9.3,8,melted,13.8,7,raisins,1.95,3
1165,1166,0.34,11.9,430,37.0,213.0,0.9962,8.09,0.5,9.6,8,melted,14.4,7,chocolate,1.31,3
1166,1167,0.22,3.75,390,37.0,116.0,0.9927,8.23,0.5,10.7,8,melted,12.6,7,chocolate,1.16,3
1167,1168,0.32,9.6,540,64.0,162.0,0.9962,8.4,0.41,9.4,7,melted,14.2,7,"chocolate, oats",1.47,3
1168,1169,0.34,1.4,230,56.0,115.0,0.98958,8.18,0.7,11.7,8,melted,12.8,7,chocolate,1.91,3
1169,1170,0.29,3.9,340,62.0,140.0,0.99237,8.1,0.59,11.1,8,melted,12.8,7,chocolate,1.65,3
1170,1171,0.36,5.9,580,31.0,132.0,0.995,8.25,0.52,10.9,8,melted,15.8,7,"chocolate, oats",1.02,3
1171,1172,0.36,15.7,450,68.0,183.0,0.99922,8.25,0.76,9.4,7,melted,14.4,7,chocolate,1.19,3
1172,1173,0.32,6.3,480,47.0,159.0,0.99282,8.21,0.6,11.0,8,melted,12.4,7,chocolate,1.67,3
1173,1174,0.49,8.65,330,42.0,186.0,0.9931,8.14,0.38,12.4,10,melted,15.4,7,raisins,1.25,3
1174,1175,0.5,10.0,360,78.0,167.0,0.9964,8.15,0.55,10.2,8,melted,13.8,7,chocolate,1.94,3
1175,1176,0.37,2.0,820,24.0,58.0,0.9964,8.34,0.59,9.4,6,cubed,15.6,7,raisins,1.71,3
1176,1177,0.52,10.1,500,29.0,140.0,0.99628,8.07,0.4,9.4,7,melted,13.2,7,raisins,1.14,3
1177,1178,0.24,2.3,470,60.0,189.0,0.995,8.65,0.72,10.1,8,melted,11.4,7,chocolate,1.06,3
1178,1179,0.34,3.0,540,22.0,141.0,0.99338,8.26,0.47,10.4,8,melted,13.2,7,chocolate,1.01,3
1179,1180,0.32,1.1,220,48.0,116.0,0.99218,8.04,0.67,10.0,8,melted,14.4,7,"chocolate, oats",1.17,3
1180,1181,0.49,2.4,780,26.0,121.0,0.9978,8.23,0.58,9.2,5,cubed,18.0,7,"nuts, chocolate",1.0,3
1181,1182,0.32,1.0,530,31.0,218.5,0.9924,8.29,0.72,9.8,8,melted,12.0,7,raisins,1.72,3
1182,1183,0.28,1.9,1100,20.0,136.0,0.9972,7.93,1.95,9.9,6,cubed,17.2,7,"nuts, chocolate",1.15,3
1183,1184,0.05,0.8,380,11.0,30.0,0.9924,8.36,0.35,9.2,7,melted,11.2,7,chocolate,1.75,3
1184,1185,0.32,2.8,840,21.0,122.0,0.9984,8.32,0.62,9.4,5,cubed,18.0,7,"nuts, chocolate",1.22,3
1185,1186,0.22,3.4,1050,11.0,86.0,1.001,8.43,0.64,11.3,4,cubed,20.2,7,"raisins, oats",1.2,3
1186,1187,0.28,9.8,390,29.0,113.0,0.99406,8.11,0.45,10.9,9,melted,13.6,7,"chocolate, oats",1.45,3
1187,1188,0.44,1.2,510,39.0,122.0,0.99058,8.11,0.75,11.3,9,melted,12.8,7,"chocolate, oats",1.41,3
1188,1189,0.33,2.05,630,13.0,27.0,0.99516,8.26,0.84,11.7,7,cubed,18.2,7,chocolate,1.2,3
1189,1190,0.13,1.2,420,60.0,172.0,0.99114,8.06,0.52,10.6,7,melted,12.0,7,raisins,1.49,3
1190,1191,0.24,2.2,870,5.0,28.0,0.9988,8.14,0.6,10.2,5,cubed,19.2,7,"nuts, oats, chocolate",1.39,3
1191,1192,0.34,5.1,550,34.0,125.0,0.9942,8.36,0.42,9.6,7,melted,13.2,7,"chocolate, oats",1.34,3
1192,1193,0.34,8.5,330,31.0,253.0,0.9953,8.22,0.56,10.5,8,melted,14.0,7,chocolate,1.82,3
1193,1194,0.0,2.6,810,6.0,14.0,0.9975,8.3,0.52,9.3,5,cubed,15.4,7,"chocolate, peanut butter",1.29,3
1194,1195,0.28,7.2,600,41.0,132.0,0.9935,8.08,0.59,11.3,8,melted,14.4,7,chocolate,1.18,3
1195,1196,0.48,1.7,1000,14.0,96.0,0.9961,8.19,0.62,9.5,5,cubed,15.6,7,"nuts, oats, chocolate",1.56,3
1196,1197,0.37,8.9,530,36.0,148.0,0.996,8.16,0.5,9.3,7,melted,13.8,7,"nuts, chocolate",1.84,3
1197,1198,0.2,7.7,460,51.0,174.0,0.99582,8.16,0.52,9.5,7,melted,14.4,7,chocolate,1.35,3
1198,1199,0.13,2.3,760,29.0,40.0,0.99574,8.42,0.75,11.0,6,cubed,12.6,7,"nuts,raisins",1.18,3
1199,1200,0.3,1.6,400,19.0,86.0,0.99089,8.32,0.65,11.5,8,melted,12.8,7,chocolate,1.28,3
1200,1201,0.26,7.7,540,56.0,209.0,0.9961,8.17,0.45,8.8,7,melted,13.2,7,raisins,2.0,3
1201,1202,0.56,11.9,430,64.0,226.0,0.997,8.02,0.63,9.3,7,melted,13.6,7,chocolate,1.52,3
1202,1203,0.3,1.4,370,45.0,143.0,0.9932,8.13,0.33,9.9,8,melted,14.2,7,chocolate,1.99,3
1203,1204,0.34,1.4,560,14.0,171.0,0.9946,8.13,0.47,9.7,7,melted,17.8,7,raisins,1.37,3
1204,1205,0.01,2.1,560,5.0,13.0,0.99472,8.52,0.56,11.4,5,cubed,12.2,7,"nuts,raisins",1.14,3
1205,1206,0.49,15.55,580,50.0,134.0,0.9998,8.42,0.36,9.1,9,melted,14.6,7,"chocolate, oats",1.85,3
1206,1207,0.27,3.2,470,16.0,93.0,0.99235,8.44,0.53,10.1,9,melted,10.4,7,chocolate,1.54,3
1207,1208,0.55,8.1,400,67.0,216.0,0.99596,8.24,0.5,9.2,7,melted,12.6,7,chocolate,1.55,3
1208,1209,0.12,,820,7.0,28.0,0.997,8.37,0.5,9.4,6,cubed,15.6,7,"nuts,raisins",1.74,3
1209,1210,0.46,4.7,290,21.0,94.0,0.991,8.29,0.62,12.3,8,melted,12.2,7,raisins,1.37,3
1210,1211,0.24,6.6,1230,35.0,116.0,0.9953,8.07,0.48,9.4,7,melted,13.6,7,raisins,1.41,3
1211,1212,0.1,2.6,810,45.0,87.0,0.9983,8.48,0.53,10.0,5,cubed,16.6,7,"nuts, oats",1.61,3
1212,1213,0.53,12.7,470,60.5,164.5,0.9984,8.06,0.45,9.1,8,melted,14.6,7,chocolate,1.7,3
1213,1214,0.38,12.1,3010,24.0,220.0,0.9993,7.94,0.48,9.2,7,melted,16.0,7,"nuts, oats, chocolate",1.63,3
1214,1215,0.32,2.3,780,35.0,152.0,0.998,8.25,0.48,9.4,5,cubed,19.6,7,"raisins, oats",1.97,3
1215,1216,0.36,1.6,520,23.0,72.0,0.98974,8.1,0.5,11.5,9,melted,12.0,7,"chocolate, oats",1.66,3
1216,1217,0.14,7.05,450,50.0,177.0,0.99564,8.23,0.42,9.0,7,melted,12.6,7,chocolate,1.34,3
1217,1218,0.42,7.1,450,62.0,209.0,0.99544,8.2,0.53,9.5,8,melted,12.6,7,chocolate,1.34,3
1218,1219,0.35,3.5,280,35.0,91.0,0.99022,7.96,0.33,12.1,7,melted,14.2,7,chocolate,1.34,3
1219,1220,0.2,2.0,430,39.0,154.0,0.99226,8.21,0.39,10.2,8,melted,11.6,7,chocolate,1.88,3
1220,1221,0.29,8.9,460,82.0,188.0,0.9955,8.3,0.44,10.3,8,melted,13.6,7,chocolate,1.66,3
1221,1222,0.44,2.3,710,21.0,68.0,0.9992,8.46,0.63,9.5,5,cubed,19.0,7,"nuts,raisins",1.67,3
1222,1223,0.35,13.1,500,64.0,205.0,0.997,8.15,0.5,9.5,7,melted,13.4,7,chocolate,1.63,3
1223,1224,0.45,2.0,820,6.0,15.0,0.9988,7.94,0.66,9.2,6,cubed,22.6,7,raisins,1.34,3
1224,1225,0.44,1.9,980,6.0,15.0,0.9956,8.3,0.64,11.4,6,cubed,16.0,7,raisins,1.5,3
1225,1226,0.29,15.5,640,56.0,115.5,0.99737,8.16,0.41,9.7,9,melted,14.2,7,"chocolate, oats",1.64,3
1226,1227,0.28,8.5,520,55.0,211.0,0.9962,8.09,0.55,8.9,8,melted,13.2,7,chocolate,1.27,3
1227,1228,0.24,1.7,480,26.0,124.0,0.9942,8.37,0.6,10.1,8,melted,13.2,7,chocolate,1.28,3
1228,1229,0.31,3.9,340,42.0,137.0,0.99218,8.24,0.46,10.9,8,melted,12.2,7,chocolate,1.1,3
1229,1230,0.27,1.5,400,19.0,114.0,0.99295,8.36,0.62,10.5,8,melted,13.2,7,chocolate,1.3,3
1230,1231,0.2,2.6,3320,8.0,14.0,0.9968,8.21,0.9,10.5,6,cubed,15.0,7,"nuts, chocolate",1.17,3
1231,1232,0.54,1.4,1570,34.0,132.0,0.99449,8.11,0.53,9.0,8,melted,14.4,7,raisins,1.66,3
1232,1233,0.25,2.5,450,32.0,122.0,0.99329,8.18,0.54,10.3,7,melted,14.6,7,raisins,1.58,3
1233,1234,0.56,17.3,550,47.0,169.0,1.00047,8.07,0.67,9.3,8,melted,17.0,7,"chocolate, oats",1.24,3
1234,1235,0.23,2.2,940,16.0,29.0,0.9962,8.21,0.49,10.2,6,cubed,16.0,7,"nuts, chocolate",1.53,3
1235,1236,0.27,2.6,840,12.0,78.0,0.9964,8.39,0.71,11.0,5,cubed,14.4,7,"nuts,raisins",1.85,3
1236,1237,0.5,1.0,1270,63.0,178.0,0.99212,8.1,0.45,9.7,7,melted,11.6,7,raisins,1.94,3
1237,1238,0.27,4.9,360,30.0,134.0,0.9927,8.2,0.42,10.4,9,melted,12.4,7,raisins,1.29,3
1238,1239,0.09,1.4,400,56.0,145.0,0.9922,8.19,0.46,10.0,7,melted,13.6,7,raisins,1.7,3
1239,1240,0.22,1.4,560,24.0,130.0,0.9944,8.28,0.48,9.5,7,melted,15.6,7,chocolate,1.25,3
1240,1241,0.49,1.2,420,43.0,160.0,0.9934,8.13,0.48,9.7,8,melted,16.2,7,"chocolate, oats",1.5,3
1241,1242,0.3,10.2,280,28.0,131.0,0.9954,8.49,0.42,10.8,9,melted,11.2,7,"chocolate, oats",1.1,3
1242,1243,0.34,10.0,560,35.0,178.0,0.9974,8.26,0.6,10.2,7,melted,15.4,7,raisins,1.35,3
1243,1244,0.79,1.4,1940,23.0,90.0,0.99212,8.17,0.46,10.5,8,melted,14.2,7,raisins,1.01,3
1244,1245,0.24,2.0,600,19.0,50.0,0.9917,8.72,0.74,14.0,8,cubed,10.0,7,"nuts, chocolate",1.97,3
1245,1246,0.34,1.3,420,20.0,69.0,0.9912,8.31,0.65,12.0,9,melted,14.0,7,raisins,1.45,3
1246,1247,0.32,1.8,660,26.0,51.0,0.99456,8.38,0.72,11.8,6,cubed,17.0,7,raisins,1.53,3
1247,1248,0.19,5.8,410,22.0,145.0,0.9943,8.15,0.63,9.9,7,melted,12.6,7,raisins,1.45,3
1248,1249,0.26,1.4,300,12.0,76.0,0.9905,8.25,0.37,10.9,9,melted,11.2,7,"chocolate, oats",1.08,3
1249,1250,0.49,6.9,340,26.0,91.0,0.9937,7.99,0.34,11.5,7,melted,18.0,7,raisins,1.96,3
1250,1251,0.28,3.7,590,29.0,151.0,0.99177,8.23,0.41,12.1,9,melted,13.0,7,chocolate,1.75,3
1251,1252,0.31,1.6,380,34.0,116.0,0.9912,8.25,0.39,12.0,9,melted,14.8,7,chocolate,1.45,3
1252,1253,0.2,1.6,490,24.0,64.0,0.9935,8.38,0.57,11.7,6,cubed,14.6,7,"nuts, chocolate",1.81,3
1253,1254,0.31,2.8,380,41.0,114.0,0.99155,8.37,0.66,11.7,9,melted,12.8,7,chocolate,1.43,3
1254,1255,0.34,14.0,320,47.0,133.0,0.9952,8.37,0.5,12.2,9,melted,13.6,7,chocolate,1.85,3
1255,1256,0.26,2.2,230,21.0,95.0,0.9893,8.07,0.54,12.3,8,melted,11.4,7,"chocolate, oats",1.03,3
1256,1257,0.22,12.3,510,35.0,146.0,0.99676,8.1,0.67,9.4,7,melted,13.2,7,chocolate,1.16,3
1257,1258,0.35,2.9,340,38.0,121.0,0.99008,8.19,0.4,12.8,8,melted,13.2,7,chocolate,1.33,3
1258,1259,0.31,1.9,300,41.0,104.0,0.99,8.29,0.62,12.6,9,melted,13.4,7,"nuts, chocolate",1.24,3
1259,1260,0.15,2.0,290,27.0,87.0,0.9903,8.3,0.59,12.6,9,melted,14.4,7,raisins,1.08,3
1260,1261,0.36,1.4,450,11.0,119.0,0.99556,8.17,0.47,9.4,6,melted,17.2,7,raisins,1.78,3
1261,1262,0.13,7.8,420,11.0,117.0,0.996,8.23,0.37,9.2,7,melted,13.8,7,raisins,1.11,3
1262,1263,0.37,1.6,350,34.0,126.0,0.99058,8.26,0.47,12.3,8,melted,14.0,7,chocolate,1.16,3
1263,1264,0.67,8.1,370,53.0,166.0,0.9966,7.9,0.41,8.9,8,melted,15.0,7,chocolate,1.6,3
1264,1265,0.08,1.7,660,3.0,20.0,0.9954,8.34,0.58,9.4,5,cubed,12.6,7,raisins,1.98,3
1265,1266,0.31,1.2,260,31.0,68.0,0.9898,8.33,0.44,11.6333,8,melted,11.0,7,"chocolate, oats",1.57,3
1266,1267,0.32,0.9,340,40.0,114.0,0.99114,8.31,0.58,10.8,9,melted,12.8,7,chocolate,1.06,3
1267,1268,0.27,11.0,350,46.0,116.0,0.99602,8.12,0.38,9.1,8,melted,12.4,7,"chocolate, oats",1.78,3
1268,1269,0.49,2.2,830,5.0,15.0,1.0,8.19,0.43,9.2,5,cubed,23.4,7,"nuts, chocolate",1.79,3
1269,1270,0.44,1.6,630,16.0,37.0,0.9985,8.22,0.78,10.0,6,cubed,21.6,7,raisins,1.82,3
1270,1271,0.63,3.8,890,6.0,47.0,1.0014,8.01,0.81,10.8,6,cubed,28.0,7,"nuts, chocolate",1.52,3
1271,1272,0.49,3.5,440,29.0,117.0,0.9938,8.14,0.51,10.1,8,melted,17.0,7,"chocolate, oats",1.27,3
1272,1273,0.32,1.5,370,12.0,76.0,0.98993,8.3,0.46,12.3,8,melted,12.6,7,raisins,1.21,3
1273,1274,0.21,2.1,800,33.0,141.0,0.9962,8.25,0.51,9.9,5,cubed,15.8,7,"nuts, oats, chocolate",1.31,3
1274,1275,0.31,12.9,450,55.0,161.0,0.99546,8.02,0.59,10.2,7,melted,12.8,7,raisins,1.29,3
1275,1276,0.32,1.9,820,17.0,144.0,0.9968,8.2,0.55,9.5,5,cubed,15.8,7,"nuts, chocolate",1.96,3
1276,1277,0.26,1.6,880,16.0,23.0,0.99694,8.32,0.47,9.4,5,cubed,17.6,7,"nuts, oats, chocolate",1.92,3
1277,1278,0.21,1.9,900,44.0,130.0,0.99255,8.07,0.41,9.7,7,melted,12.2,7,"chocolate, oats",1.57,3
1278,1279,0.29,3.0,360,17.0,117.0,0.99411,8.36,0.68,10.1,8,melted,14.4,7,chocolate,1.84,3
1279,1280,0.0,1.9,800,14.0,35.0,0.9972,8.47,0.55,9.4,5,cubed,14.2,7,"nuts, oats",1.61,3
1280,1281,0.32,1.2,370,14.0,119.0,0.99137,8.19,0.5,10.2,8,melted,11.6,7,"chocolate, oats",1.85,3
1281,1282,0.29,1.1,350,44.0,140.0,0.99142,8.17,0.55,10.7,9,melted,12.8,7,"chocolate, oats",1.71,3
1282,1283,0.22,4.8,410,110.0,198.0,0.99437,8.29,0.67,10.6,7,melted,13.6,7,chocolate,1.49,3
1283,1284,0.25,1.3,340,28.0,123.0,0.9915,8.27,0.55,11.4,8,melted,14.2,7,"chocolate, oats",1.49,3
1284,1285,0.27,12.15,330,37.0,116.0,0.9959,7.99,0.39,10.8,8,melted,16.8,7,"nuts,raisins",1.9,3
1285,1286,0.18,1.4,470,30.0,90.0,0.99164,8.27,0.54,11.2,8,melted,13.6,7,"chocolate, oats",1.1,3
1286,1287,0.39,17.95,570,45.0,149.0,0.9999,8.21,0.36,8.6,7,melted,14.6,7,chocolate,1.76,3
1287,1288,0.02,7.9,1220,68.0,124.0,0.9994,8.47,0.53,9.9,5,cubed,13.2,7,"nuts, oats",2.0,3
1288,1289,0.21,2.9,260,48.0,126.0,0.99089,8.22,0.38,11.3,9,melted,13.2,7,chocolate,1.66,3
1289,1290,0.25,1.3,400,28.0,85.0,0.98984,7.87,0.48,11.2,8,melted,13.2,7,chocolate,1.69,3
1290,1291,0.21,2.2,440,15.0,68.0,0.9932,8.17,0.39,9.4,8,melted,13.6,7,raisins,1.54,3
1291,1292,0.28,6.5,370,26.0,97.0,0.99148,8.16,0.58,12.6,9,melted,14.6,7,"nuts, chocolate",1.22,3
1292,1293,0.24,2.7,170,22.0,80.0,0.99084,8.03,0.37,11.5,7,melted,13.4,7,raisins,1.25,3
1293,1294,0.23,2.9,390,10.0,108.0,0.99243,8.28,0.5,10.0,7,melted,11.0,7,"chocolate, oats",1.85,3
1294,1295,0.28,8.3,340,29.0,81.0,0.99151,7.96,0.39,12.5,8,melted,13.4,7,raisins,1.27,3
1295,1296,0.0,2.2,880,16.0,32.0,0.99756,8.58,0.67,10.2,5,cubed,14.8,7,"raisins, oats",1.71,3
1296,1297,0.26,1.7,410,31.0,110.0,0.99142,8.2,0.53,11.0,8,melted,14.0,7,chocolate,1.69,3
1297,1298,0.24,12.1,460,51.0,172.0,0.998,8.35,0.45,9.5,7,melted,12.2,7,chocolate,1.19,3
1298,1299,0.29,1.8,500,40.0,147.0,0.9912,8.06,0.44,11.4,9,melted,13.2,7,"chocolate, oats",1.63,3
1299,1300,0.32,5.5,490,41.0,176.0,0.995,8.19,0.68,9.2,8,melted,12.8,7,chocolate,1.14,3
1300,1301,0.44,2.8,890,11.0,43.0,0.9975,8.53,0.61,10.5,6,cubed,16.4,7,"nuts, chocolate",1.23,3
1301,1302,0.32,14.6,630,32.0,201.0,0.998,8.0,0.45,9.2,7,melted,15.2,7,chocolate,1.41,3
1302,1303,0.28,14.7,510,29.0,149.0,0.99792,7.96,0.39,9.0,9,melted,14.0,7,"chocolate, oats",1.04,3
1303,1304,0.27,9.7,360,15.0,85.0,0.99406,7.99,0.36,11.2,8,melted,16.0,7,chocolate,1.61,3
1304,1305,0.4,5.2,550,41.0,167.0,0.9953,8.18,0.4,10.6,9,melted,16.0,7,chocolate,1.95,3
1305,1306,0.31,2.0,290,14.0,141.0,0.99077,7.95,0.77,12.2,8,melted,16.6,7,chocolate,1.36,3
1306,1307,0.27,1.5,400,35.0,105.0,0.98914,8.13,0.3,12.4,8,melted,12.8,7,chocolate,1.58,3
1307,1308,0.24,7.2,390,38.0,172.0,0.9958,8.49,0.64,9.7,8,melted,12.6,7,chocolate,1.26,3
1308,1309,0.29,0.7,280,11.0,66.0,0.99215,8.3,0.4,9.8,7,melted,10.6,7,chocolate,1.87,3
